dataset,relative_path,file_name,binary_label,label_origin,source_category,source_fold,recording_group_id,size_bytes,sha256
esc50,wav_files/1-137-A-32.wav,1-137-A-32.wav,0,official_metadata:no_drone,keyboard_typing,1,esc50:137,441044,d68e4716f74f073be8f78f5fe8e45daf7c09b0ec0575b21f57989d803536abb3
esc50,wav_files/1-137296-A-16.wav,1-137296-A-16.wav,0,official_metadata:no_drone,wind,1,esc50:137296,441044,73e2dd5e66dda29f76a54b53c3c8e33441d105fc35c1d231bfbd8f7a18442969
esc50,wav_files/1-14262-A-37.wav,1-14262-A-37.wav,0,official_metadata:no_drone,clock_alarm,1,esc50:14262,441044,220c3d127df2f0d8979a2edde5318aaaa3aed19d8c5d3b4a40d529f979bba453
esc50,wav_files/1-155858-A-25.wav,1-155858-A-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,cb90f52c7fe7d0d994941b2e6de555cb36e898fb49b52cc31f08401ac464e7c6
esc50,wav_files/1-155858-B-25.wav,1-155858-B-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,234358f787b98c5903fcf56f7fc4c97fda2b4f0ad5311bd35f9c6c6c9a4b2277
esc50,wav_files/1-155858-C-25.wav,1-155858-C-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,47c7c305285136b8a3673f0143e42d832eec4ab1c907d2492396c4aa13943426
esc50,wav_files/1-155858-D-25.wav,1-155858-D-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,1842d2cc95f18f873b159b41ade87620b9e3232098947528d80af1e60380d25a
esc50,wav_files/1-155858-E-25.wav,1-155858-E-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,f20bcbe29484e399bda52e2e2dba9de478ae0147a7b588242b0d6acc1534b9d9
esc50,wav_files/1-155858-F-25.wav,1-155858-F-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:155858,441044,ced56c4dbe120cc2d6121232b73ddff8f79a1b1b9da69cb0765ebfc261998ba5
esc50,wav_files/1-15689-A-4.wav,1-15689-A-4.wav,0,official_metadata:no_drone,frog,1,esc50:15689,441044,bdb124b7004b02ab8299f7d7389d15b5eb53e12002cff379d49dcdec4d8b1372
esc50,wav_files/1-15689-B-4.wav,1-15689-B-4.wav,0,official_metadata:no_drone,frog,1,esc50:15689,441044,db7a1d190931f1101d533661852e3cdebaa2b89c4b743385b201391be7de003d
esc50,wav_files/1-160563-A-48.wav,1-160563-A-48.wav,0,official_metadata:no_drone,fireworks,1,esc50:160563,441044,853c5ceac82891c53d4c8f918ee74e91fa56187c5c5c0442020440f2e4bfcd84
esc50,wav_files/1-160563-B-48.wav,1-160563-B-48.wav,0,official_metadata:no_drone,fireworks,1,esc50:160563,441044,810d1ca90e7a6b3ce1b84dcd918b11c010c38a0b0c3a0ae95f96f9c91c789c49
esc50,wav_files/1-16568-A-3.wav,1-16568-A-3.wav,0,official_metadata:no_drone,cow,1,esc50:16568,441044,5fe40ae706ec97d016fd1d74407cde66bbfa033ffa4ebc26546c0dac341ffc8f
esc50,wav_files/1-16746-A-15.wav,1-16746-A-15.wav,0,official_metadata:no_drone,water_drops,1,esc50:16746,441044,2543c7e9ee65860a5baa39d86040807bf9aa7255b50938e85d478d0f662716dd
esc50,wav_files/1-17092-A-27.wav,1-17092-A-27.wav,0,official_metadata:no_drone,brushing_teeth,1,esc50:17092,441044,e33131d7061ffa8e8fa234083dfd5c95b7da7d233f4d5ffaf2c34758f936964e
esc50,wav_files/1-17092-B-27.wav,1-17092-B-27.wav,0,official_metadata:no_drone,brushing_teeth,1,esc50:17092,441044,cfdcb4cb00c9af6e3f5613993d0c2c2babe1c0ebe442f8aa97017c092fad17f1
esc50,wav_files/1-17124-A-43.wav,1-17124-A-43.wav,0,official_metadata:no_drone,car_horn,1,esc50:17124,441044,9d5e01e07a386ee36c2e73f40817d132a54d91c936eccc01414280abca5a4209
esc50,wav_files/1-17150-A-12.wav,1-17150-A-12.wav,0,official_metadata:no_drone,crackling_fire,1,esc50:17150,441044,3d278bc2034dfb83881491a8eec97de6f1239f0a5b8a7c02be46b5aab0a51609
esc50,wav_files/1-172649-A-40.wav,1-172649-A-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,23ad50d792907e1caa894e6e31bb623938ae0417606b830b433da11ca2ecb2f4
esc50,wav_files/1-172649-B-40.wav,1-172649-B-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,ca32a4cd05246a83b4ede5ecd48d05de0fd026169002f786f28de7eaa3693630
esc50,wav_files/1-172649-C-40.wav,1-172649-C-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,9bc5e8a84cc1beb275a81d8041faaf0c6b0681c6a6962972c85e5c8e54a03a89
esc50,wav_files/1-172649-D-40.wav,1-172649-D-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,0c742933bef2f80b0bde223bbd00bf92013b0130fc0ebfb139d873774118af6f
esc50,wav_files/1-172649-E-40.wav,1-172649-E-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,2fa49f370f70849805b2467339431682860ac025c2beccfd4afaaa9939dc63c7
esc50,wav_files/1-172649-F-40.wav,1-172649-F-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:172649,441044,02635aac12a85ba006c6558dd11246a2afed7e123cc42c3e14a5ab4081a22d71
esc50,wav_files/1-17295-A-29.wav,1-17295-A-29.wav,0,official_metadata:no_drone,drinking_sipping,1,esc50:17295,441044,e601deb1b2033c14d36562eb79bb2dbda60fd8f337d8c5d0d810ea65f2ef7c2f
esc50,wav_files/1-17367-A-10.wav,1-17367-A-10.wav,0,official_metadata:no_drone,rain,1,esc50:17367,441044,d732acd2e0c7c40405968010f49f250740c86998fc416eff2ed5330fc8c89dea
esc50,wav_files/1-17565-A-12.wav,1-17565-A-12.wav,0,official_metadata:no_drone,crackling_fire,1,esc50:17565,441044,bf16e25363a2d5824c07e96dc05defcb87e1d9dcd47bfd241a9d25e01b411209
esc50,wav_files/1-17585-A-7.wav,1-17585-A-7.wav,0,official_metadata:no_drone,insects,1,esc50:17585,441044,beb564e150ce6aab27740bb44445cc710695979362b43edea09c90552723b9ce
esc50,wav_files/1-17742-A-12.wav,1-17742-A-12.wav,0,official_metadata:no_drone,crackling_fire,1,esc50:17742,441044,57c4d44ed80ad163ac63353ea98a7b286cfbe5ceb844cc57959b70c08ce5dde9
esc50,wav_files/1-17808-A-12.wav,1-17808-A-12.wav,0,official_metadata:no_drone,crackling_fire,1,esc50:17808,441044,e6a90f134fe2f2eaa759b2b01ec831d6f86e300522fb0a5d19e050df16c606af
esc50,wav_files/1-17808-B-12.wav,1-17808-B-12.wav,0,official_metadata:no_drone,crackling_fire,1,esc50:17808,441044,f28b0f8158b6a5adfa4bca5df5c71963c839dd22815440c8b3e220ef2016a365
esc50,wav_files/1-1791-A-26.wav,1-1791-A-26.wav,0,official_metadata:no_drone,laughing,1,esc50:1791,441044,dc6cd665f3d20eed6089d9593a2b776104d8671c57ce6c48e6be030c75a53643
esc50,wav_files/1-17970-A-4.wav,1-17970-A-4.wav,0,official_metadata:no_drone,frog,1,esc50:17970,441044,3ef1243cfebc5a6d45e8395c505349a1b3cfd5d97ad48ed4dcc68d3b0240e296
esc50,wav_files/1-18074-A-6.wav,1-18074-A-6.wav,0,official_metadata:no_drone,hen,1,esc50:18074,441044,26c99da1d62a3e93371e13ff1b5e29003e40e2bfdc9334f46672c1de232be243
esc50,wav_files/1-18074-B-6.wav,1-18074-B-6.wav,0,official_metadata:no_drone,hen,1,esc50:18074,441044,68c54aaccb36a91281ca689aaa8d4d888e7a53c571f4c00995a9f69b5ba1d333
esc50,wav_files/1-181071-A-40.wav,1-181071-A-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:181071,441044,5faf5c216d7573ba4f0a07c5495d3666925c5287b97752341661614ea68d87dd
esc50,wav_files/1-181071-B-40.wav,1-181071-B-40.wav,0,official_metadata:no_drone,helicopter,1,esc50:181071,441044,6727248f265e7f9d179c6b72e85f8d2cbc4a31edcac27492036422116bb1673d
esc50,wav_files/1-18527-A-44.wav,1-18527-A-44.wav,0,official_metadata:no_drone,engine,1,esc50:18527,441044,83eb3e6065246fd87d1acbbe414aa5bfb7c2081a57c188713cdc017819ffc38f
esc50,wav_files/1-18527-B-44.wav,1-18527-B-44.wav,0,official_metadata:no_drone,engine,1,esc50:18527,441044,40f0ab8a2fa68cbdf814f10fc8b2c26916b3dc54c1b0e719d4697ba58c0bdb81
esc50,wav_files/1-18631-A-23.wav,1-18631-A-23.wav,0,official_metadata:no_drone,breathing,1,esc50:18631,441044,cdbd39617f2955d86ec18a4032ecd9090369c23f3d8c6d650f62e9e1ee19ea6a
esc50,wav_files/1-18655-A-31.wav,1-18655-A-31.wav,0,official_metadata:no_drone,mouse_click,1,esc50:18655,441044,fe84ff9cb5831e21fb8cbcaa56f6e3a477daad8ffe93999e490d442bc0150e45
esc50,wav_files/1-187207-A-20.wav,1-187207-A-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:187207,441044,ddf5bf45f73bc73d1838bf0cb6af530584f324aef513112ee15c210e83ecbd6b
esc50,wav_files/1-18755-A-4.wav,1-18755-A-4.wav,0,official_metadata:no_drone,frog,1,esc50:18755,441044,7fc23f0179e6ab9f9cd851e49c305e773ab5bbc944490b6b67eed30346635598
esc50,wav_files/1-18755-B-4.wav,1-18755-B-4.wav,0,official_metadata:no_drone,frog,1,esc50:18755,441044,3fadff6b71d7a5d8f96cd098218f55265fb07b9a618943e4a34d5e8b1ca7c6d9
esc50,wav_files/1-18757-A-4.wav,1-18757-A-4.wav,0,official_metadata:no_drone,frog,1,esc50:18757,441044,dac86a651f49fccc16b5b5de5dac68182ed572841ea5914da2afccc83ae83700
esc50,wav_files/1-18810-A-49.wav,1-18810-A-49.wav,0,official_metadata:no_drone,hand_saw,1,esc50:18810,441044,f3597d925f71cc6a85f03cd08edeed6657b5433d70c229484d8f6cc0236e9df8
esc50,wav_files/1-19026-A-43.wav,1-19026-A-43.wav,0,official_metadata:no_drone,car_horn,1,esc50:19026,441044,67bb2fe5cf138930eb6a6a84bedeb7284093076738cd47ef73cc8b3b8393ff40
esc50,wav_files/1-19111-A-24.wav,1-19111-A-24.wav,0,official_metadata:no_drone,coughing,1,esc50:19111,441044,ab2afe6d0ee0de5edc1f0107448077919c6ac94dcf59243497e6fcb333685438
esc50,wav_files/1-19118-A-24.wav,1-19118-A-24.wav,0,official_metadata:no_drone,coughing,1,esc50:19118,441044,4fb6197f72791e50c465de8f1f715a7a3f93f7afab62dfa130f28d500303d8d9
esc50,wav_files/1-19501-A-7.wav,1-19501-A-7.wav,0,official_metadata:no_drone,insects,1,esc50:19501,441044,d10dfa62d347aa2b72dc8c6e1c1d76125f59c37d08596f2b62e91e82502acb78
esc50,wav_files/1-196660-A-8.wav,1-196660-A-8.wav,0,official_metadata:no_drone,sheep,1,esc50:196660,441044,8fd98d50c5ff6ffeea6785d306dca53e01ea2e914488115bf32da4fb11d4a53b
esc50,wav_files/1-196660-B-8.wav,1-196660-B-8.wav,0,official_metadata:no_drone,sheep,1,esc50:196660,441044,5b1895203de8d4392ae851a498973b07b38b915e9b0e001f8a46743a06981aa2
esc50,wav_files/1-19840-A-36.wav,1-19840-A-36.wav,0,official_metadata:no_drone,vacuum_cleaner,1,esc50:19840,441044,d6d58e48005b976207cd6030de5d8976e9e7f4377eab86f790c5473c95ad2dd1
esc50,wav_files/1-19872-A-36.wav,1-19872-A-36.wav,0,official_metadata:no_drone,vacuum_cleaner,1,esc50:19872,441044,6f15bb8c669aaf930dfd44ef95920141a2b8d43148f7e29c0f1a7a52f91260d6
esc50,wav_files/1-19872-B-36.wav,1-19872-B-36.wav,0,official_metadata:no_drone,vacuum_cleaner,1,esc50:19872,441044,610ae9ac76627cf8c1d655190fffa635979a24d25c5925cbbcf1dc659e323146
esc50,wav_files/1-19898-A-41.wav,1-19898-A-41.wav,0,official_metadata:no_drone,chainsaw,1,esc50:19898,441044,02afa3102978b5fb16f9c6237d90231abb74318873309600f01caf4776746944
esc50,wav_files/1-19898-B-41.wav,1-19898-B-41.wav,0,official_metadata:no_drone,chainsaw,1,esc50:19898,441044,cab4735712a7727e16cc1946308f80034c926c59ed467dccf539f39bebe8d61d
esc50,wav_files/1-19898-C-41.wav,1-19898-C-41.wav,0,official_metadata:no_drone,chainsaw,1,esc50:19898,441044,04f11bf73d8b4df3c64b523a334f42f44053045478810093bf028fb02a82448e
esc50,wav_files/1-20133-A-39.wav,1-20133-A-39.wav,0,official_metadata:no_drone,glass_breaking,1,esc50:20133,441044,db6946133c37fbd4513fe932dbb71e0b077bf7d240beaed339eb6c88e48c903b
esc50,wav_files/1-202111-A-3.wav,1-202111-A-3.wav,0,official_metadata:no_drone,cow,1,esc50:202111,441044,d033c6572aaaa4ac451327ba5fbf3cdcada06c681f05d8188043b39f1346be98
esc50,wav_files/1-20545-A-28.wav,1-20545-A-28.wav,0,official_metadata:no_drone,snoring,1,esc50:20545,441044,417d56b2057b5e2b4e73eeffbef13a333e788fce95e9622ddad47e1867886c27
esc50,wav_files/1-20736-A-18.wav,1-20736-A-18.wav,0,official_metadata:no_drone,toilet_flush,1,esc50:20736,441044,1c32cacfad33e87fdfc37b9ddbc047161827b86a72d6d0e9fcbef61bff804572
esc50,wav_files/1-208757-A-2.wav,1-208757-A-2.wav,0,official_metadata:no_drone,pig,1,esc50:208757,441044,866245ac085d99d72406fb80dd09535b7b62c7cafc26972a73dd4bdb8db79ebc
esc50,wav_files/1-208757-B-2.wav,1-208757-B-2.wav,0,official_metadata:no_drone,pig,1,esc50:208757,441044,2d041c169d58f25bc769a057bc201bdcf8c289ef16b3b93388c248407f6a5d1a
esc50,wav_files/1-208757-C-2.wav,1-208757-C-2.wav,0,official_metadata:no_drone,pig,1,esc50:208757,441044,060daa9528df8024d08688fb4861aca6079b8f8603a4a3438ee1554621e4d914
esc50,wav_files/1-208757-D-2.wav,1-208757-D-2.wav,0,official_metadata:no_drone,pig,1,esc50:208757,441044,776ae2c1dadcb914f31fa033cf99a26bdb2f01295bd29159092b6d88ae83f9e8
esc50,wav_files/1-208757-E-2.wav,1-208757-E-2.wav,0,official_metadata:no_drone,pig,1,esc50:208757,441044,2085c6ff08ec19fba4dd4aad9462c592d925f4e92cfbca82b199f4289339301e
esc50,wav_files/1-211527-A-20.wav,1-211527-A-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:211527,441044,3cbcd59a0db21f0ed8c252c74ea1bc193117d2c13ed99821885c46c564010b3e
esc50,wav_files/1-211527-B-20.wav,1-211527-B-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:211527,441044,935be6bfdd4e24f767f5af092bb88c9a6ac000b926f1fe9075b66ebed907c8c0
esc50,wav_files/1-211527-C-20.wav,1-211527-C-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:211527,441044,165fa383fbfd24ea4455a84802a78970f02c3461677c23fabecd647c3c675dbc
esc50,wav_files/1-21189-A-10.wav,1-21189-A-10.wav,0,official_metadata:no_drone,rain,1,esc50:21189,441044,5f15ab2d8f6ef9932909b1b75c8ac254cbea46c93b4b2f0f3542abdf09b9abc0
esc50,wav_files/1-21421-A-46.wav,1-21421-A-46.wav,0,official_metadata:no_drone,church_bells,1,esc50:21421,441044,4547302835eb89a4fddaebca32b56e26784cc8453f7ee1984c014ffc8af6819e
esc50,wav_files/1-21896-A-35.wav,1-21896-A-35.wav,0,official_metadata:no_drone,washing_machine,1,esc50:21896,441044,1b4210c50a01cabab07065a112463fad4f82de60385ef9aaf6316afe7d4b976c
esc50,wav_files/1-21934-A-38.wav,1-21934-A-38.wav,0,official_metadata:no_drone,clock_tick,1,esc50:21934,441044,8d26e40e0e382b0d2d7f6dafcb132cfe703ee3f7f32780e878fdb5a1aaffcc28
esc50,wav_files/1-21935-A-38.wav,1-21935-A-38.wav,0,official_metadata:no_drone,clock_tick,1,esc50:21935,441044,4d7ad80cf2733e2d9260061afbbdb0bd3d64cfcbc3df5c8a0258639716a7329d
esc50,wav_files/1-223162-A-25.wav,1-223162-A-25.wav,0,official_metadata:no_drone,footsteps,1,esc50:223162,441044,4e0e2251d9819f49e8d9ee6c4106f9e4de95995e336be88c517269d57cda39b0
esc50,wav_files/1-22694-A-20.wav,1-22694-A-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:22694,441044,e97893bf8a391f769576ee70497ba51640d3bc646cbf20e719f6d22cc033b2e3
esc50,wav_files/1-22694-B-20.wav,1-22694-B-20.wav,0,official_metadata:no_drone,crying_baby,1,esc50:22694,441044,cf7f480ac6fe0f61ed436d230200ca160f0c936c70009f3622b71c432af8b5ce
esc50,wav_files/1-22804-A-46.wav,1-22804-A-46.wav,0,official_metadata:no_drone,church_bells,1,esc50:22804,441044,2212340e03c7e481a21f0e4845f54dc521d6c8a5c961d3421445b85f9bdf1ca9
esc50,wav_files/1-22882-A-44.wav,1-22882-A-44.wav,0,official_metadata:no_drone,engine,1,esc50:22882,441044,b908257c714fdaa15dddfc814eb497397ada9bee501e8a5c9d6ec7adc325e2d0
esc50,wav_files/1-23094-A-15.wav,1-23094-A-15.wav,0,official_metadata:no_drone,water_drops,1,esc50:23094,441044,0d346768ebd5359cdc18d871d836c31b0d94dea3e69e9a7a15630ebbe7e1a91e
esc50,wav_files/1-23094-B-15.wav,1-23094-B-15.wav,0,official_metadata:no_drone,water_drops,1,esc50:23094,441044,a2b8e98255f517cdacd61cf1a3f35f8c6f15a71e4cc51d0bc1044938f627dd58
esc50,wav_files/1-23222-A-19.wav,1-23222-A-19.wav,0,official_metadata:no_drone,thunderstorm,1,esc50:23222,441044,680bc85f2f6fb1f0fef85a1f4f059bc7b6957a30d0a0b3dd8e93c287216cbbd5
esc50,wav_files/1-23222-B-19.wav,1-23222-B-19.wav,0,official_metadata:no_drone,thunderstorm,1,esc50:23222,441044,a48701b1104510004ad4d425bf0dbc8d55b8febd1a603b9e72c1a74075b45c23
esc50,wav_files/1-23706-A-49.wav,1-23706-A-49.wav,0,official_metadata:no_drone,hand_saw,1,esc50:23706,441044,578e665791e50b49fd105745ee79e3974b5fe323c7712aad4cd8bce67e21bf76
esc50,wav_files/1-23996-A-35.wav,1-23996-A-35.wav,0,official_metadata:no_drone,washing_machine,1,esc50:23996,441044,cbfd9239fcd7e10a936e6836bbcc8c5f391f89b6a1e12dfe159df717e2898657
esc50,wav_files/1-23996-B-35.wav,1-23996-B-35.wav,0,official_metadata:no_drone,washing_machine,1,esc50:23996,441044,ca674e8520adea211f45e60eb86ae13f1be91e976afb82427ad61cb814142a2f
esc50,wav_files/1-24074-A-43.wav,1-24074-A-43.wav,0,official_metadata:no_drone,car_horn,1,esc50:24074,441044,ebdbc03e89c6a41c8ce1df7b12d4e2c4bb3f91345c43e7d75a1ed1357ff5f7e0
esc50,wav_files/1-24076-A-43.wav,1-24076-A-43.wav,0,official_metadata:no_drone,car_horn,1,esc50:24076,441044,723edafd5bda638184bab5038745b6cafc9c813440b236175074d4d42b142d94
esc50,wav_files/1-24524-A-19.wav,1-24524-A-19.wav,0,official_metadata:no_drone,thunderstorm,1,esc50:24524,441044,a0a8af38dc93186bdaef63b0eff44853604d4c2ba8a2f329109c784a8fab3f67
esc50,wav_files/1-24524-B-19.wav,1-24524-B-19.wav,0,official_metadata:no_drone,thunderstorm,1,esc50:24524,441044,661ff207a4373a81a5311745e1d51b79bb42ac9825a87a592d21637aa514dbf3
esc50,wav_files/1-24524-C-19.wav,1-24524-C-19.wav,0,official_metadata:no_drone,thunderstorm,1,esc50:24524,441044,3116ac95bb308961b1581d3db91e9926581ce901507828cf210d5540239239d3
esc50,wav_files/1-24796-A-47.wav,1-24796-A-47.wav,0,official_metadata:no_drone,airplane,1,esc50:24796,441044,68937dd7e09efa68aa4afe588e933fd77fd60558c337c241f072e2cd99b5fe03
